center_id,meal_id,current_price,recommended_price,price_change_pct,expected_demand,expected_revenue,demand_loss_vs_current
174,2290,293.94,352.73,0.2000068041096823,728.1696262936235,256847.27228254985,0.04148792909355026
52,2707,237.68,285.22,0.20001682935038723,897.5134006560183,255988.77213510958,0.04378379611244021
24,2290,298.79,358.55,0.20000669366444646,713.6583722477899,255882.20936944507,0.04148901752327261
43,2581,561.63,673.96,0.20000712212666705,378.8602906604311,255336.68149350415,0.0415382686375404
80,2826,379.33,455.2,0.20001054490812753,559.9320414306605,254881.06525923667,0.04150500967531212
36,1962,563.6,676.32,0.19999999999999996,373.1946463309222,252399.0032065293,0.04153853614947922
10,1754,320.16,384.19,0.19999375312343814,653.1150062508297,250920.25425150624,0.04149177334605092
52,2290,293.0,351.6,0.20000000000000018,712.9118699262934,250659.8134660848,0.041487833229839066
52,1727,464.63,557.56,0.20000860900071005,447.2914976667603,249391.84743907885,0.04388214667832413
24,1885,159.11,190.93,0.199987430079819,1305.8463816149074,249325.24964173426,0.04146020821031282
132,1885,160.11,192.13,0.19998750858784575,1289.7737585807706,247804.23223612344,0.028536615943093646
43,2707,235.77,282.92,0.19998303431310172,859.4340774262522,243151.0891854353,0.04147518788208293
52,2826,379.33,455.2,0.20001054490812753,526.3362411975532,239588.25699312624,0.041509536563657634
43,1727,464.63,557.56,0.20000860900071005,425.5705716680821,237281.12793925582,0.041527040980261276
108,1885,157.14,188.57,0.20001272750413657,1254.7434664634789,236606.9754710182,0.02854045772096292
10,2707,239.65,287.58,0.19999999999999996,818.2076724790858,235300.16245153546,0.04148066479172652
10,2581,562.6,675.12,0.19999999999999996,348.2826444019013,235132.5788886116,0.04349788943440591
39,1754,288.15,345.78,0.19999999999999996,674.9129602499394,233371.403395224,0.041490969371899666
126,1962,562.6,675.12,0.19999999999999996,345.10490004925623,232987.22012125386,0.042525321491180046
27,2290,298.79,358.55,0.20000669366444646,644.2088067861928,230981.06767318942,0.04149501642731668
137,1754,320.16,384.19,0.19999375312343814,598.3593998499703,229883.69782836008,0.041497337097023634
99,1962,564.6,677.52,0.19999999999999996,335.15802294761954,227076.2637074712,0.04155061081583844
43,1754,310.4,372.48,0.20000000000000018,608.3087856157239,226582.85646614485,0.04501794557786354
108,1962,564.6,677.52,0.19999999999999996,333.8254644831905,226173.42869665122,0.041551083716272585
10,2826,377.33,452.8,0.2000106008003606,497.19150851825884,225128.3150570676,0.04151396959334275
24,2581,564.6,677.52,0.19999999999999996,331.0103259115084,224266.11601156517,0.041552095273885925
174,1109,288.09,345.71,0.2000069422749835,643.0683005349189,222315.14217792678,0.043398827469982915
146,1109,300.76,360.91,0.19999335017954523,613.4410715292933,221397.01712563724,0.04149563071916462
39,2569,243.53,292.24,0.20001642508109896,755.9042622822355,220905.46160936053,0.1183754677253489
43,2826,377.33,452.8,0.2000106008003606,486.84307147074134,220442.54276195168,0.044417050801479285
104,1962,562.63,675.16,0.20000710946803402,326.37161546376063,220353.05989651263,0.04155512190927524
65,2290,259.96,311.95,0.1999923065086937,703.8195871697209,219556.52021759443,0.043595504624533654
27,1109,299.79,359.75,0.20000667133660222,610.1991400903845,219519.14064751583,0.04149844801348157
51,2290,273.6,328.32,0.19999999999999996,667.8538366540181,219269.77165024722,0.041491591282695084
52,1754,319.16,382.99,0.19999373355057015,572.1118621433119,219113.12208226701,0.04150037807807816
113,1062,155.23,186.28,0.20002576821490692,1171.8210988054518,218286.83428547956,0.035406286072603765
108,2290,289.06,346.87,0.19999308102124136,627.7889728076351,217761.1609977844,0.04339146782675163
51,1109,301.73,362.08,0.2000132568852946,600.9709647725515,217599.56692484545,0.04150067010717895
67,1109,293.94,352.73,0.2000068041096823,616.4619604643946,217444.6273146059,0.0414978115063378
11,2290,285.24,342.29,0.20000701163932133,633.3393711774039,216785.7333603136,0.04149613340068259
67,2826,377.33,452.8,0.2000106008003606,476.4247355478645,215725.12025607305,0.04297313859633212
174,1993,158.14,189.77,0.20001264702162658,1134.7014178206055,215332.28805981632,0.028542783172424535
174,2707,237.71,285.25,0.19999158638677383,754.7683694249588,215297.6773784695,0.04148318244359939
27,1962,563.6,676.32,0.19999999999999996,316.65005363300486,214156.76427307387,0.041557535168584625
65,1754,287.15,344.58,0.19999999999999996,620.9749627404525,213975.55266110512,0.0434060385969981
30,1962,563.6,676.32,0.19999999999999996,313.66796776675915,212139.91996001455,0.04253537998434331
24,1109,286.21,343.45,0.19999301212396503,617.4067201886329,212048.33804878595,0.041495152176083794
11,1109,271.6,325.92,0.19999999999999996,639.675034175856,208482.887138595,0.04351291765529708
13,2867,727.53,873.04,0.20000549805506296,238.67572629004204,208373.4560802583,0.028633510023997055
97,1962,548.08,657.7,0.2000072982046417,315.999205875684,207832.6777044374,0.042563371143368944
13,2581,564.6,677.52,0.19999999999999996,305.9365961508095,207278.16262409647,0.041561926165436414
126,2290,290.09,348.11,0.2000068944120792,594.327261499148,206891.2630004684,0.041500227410227075
137,2826,379.33,455.2,0.20001054490812753,454.1030898850614,206707.72651567994,0.04152153776519607
24,2826,379.33,455.2,0.20001054490812753,450.56738731286725,205098.27470481716,0.04152222398249572
20,1962,562.6,675.12,0.19999999999999996,303.08079466130505,204615.90609174027,0.04156314903488789
11,1885,157.14,188.57,0.20001272750413657,1081.593785808255,203956.14018986264,0.04494634115437213
27,2581,563.6,676.32,0.19999999999999996,300.80720090602443,203441.92611676245,0.04156413919891977
11,1727,464.63,557.56,0.20000860900071005,364.1760898930754,203050.0206807831,0.042726403435127125
104,2290,286.15,343.38,0.20000000000000018,588.984367778537,202245.45220779403,0.04531596308218089
72,1962,562.6,675.12,0.19999999999999996,298.4488559507398,201488.79162946346,0.04351777885200403
51,2581,563.6,676.32,0.19999999999999996,297.6680584599896,201318.8612976602,0.04254233667428153
51,1754,315.31,378.37,0.19999365703593286,531.0867861267645,200947.3072667839,0.04150572536513775
132,2581,564.6,677.52,0.19999999999999996,294.8092081274561,199739.13469051404,0.09175449439798677
174,2826,379.33,455.2,0.20001054490812753,438.7016572005562,199696.99435769318,0.04152460775165179
72,2826,379.33,455.2,0.20001054490812753,438.2715560271867,199501.2123035754,0.041524696580843234
132,1993,157.17,188.6,0.19997454985048035,1055.1571959280855,199002.64715203692,0.02853972517932668
124,1962,563.6,676.32,0.19999999999999996,293.7141278063265,198644.73891797473,0.04254417260175214
11,1754,314.31,377.17,0.1999936368553339,525.6353170391003,198253.87252763746,0.04325255483575541
86,2490,290.03,348.04,0.20001379167672328,566.6439960512911,197214.77638569137,0.04150477249789897
11,2707,237.71,285.25,0.19999158638677383,690.6898999891887,197019.29397191608,0.0414880634559297
101,2581,564.6,677.52,0.19999999999999996,290.0123256391042,196489.15086700587,0.04156905224903795
86,1962,563.6,676.32,0.19999999999999996,289.6759428620011,195913.63367642858,0.042546099375743274
51,1885,159.14,190.97,0.20001256755058439,1025.8009470875425,195897.206865308,0.041473174650615285
104,2444,484.03,580.84,0.2000082639505818,337.08392471623876,195791.82683218012,0.10030276072989941
43,1558,561.63,673.96,0.20000712212666705,290.44097697297394,195745.60084070553,0.04352629041114442
67,1754,319.16,382.99,0.19999373355057015,509.6314225195938,195183.73851077922,0.04150888727599655
59,1962,562.6,675.12,0.19999999999999996,288.09545191935683,194499.0014997962,0.04352277419664241
52,1558,564.6,677.52,0.19999999999999996,286.8659866651945,194357.44328540258,0.04157055381819785
75,1109,310.43,372.52,0.20001288535257533,520.7653218004854,193995.4976771168,0.04327859167696646
89,2581,563.6,676.32,0.19999999999999996,286.81306764336153,193977.4139085583,0.042547498226501945
80,1962,564.6,677.52,0.19999999999999996,285.7622882014507,193609.66550224688,0.041571088383648536
99,2707,241.59,289.91,0.20000827848834812,665.7093432635344,192995.79570553126,0.04149331971943293
83,2569,242.5,291.0,0.19999999999999996,659.680462450156,191967.0145729954,0.10885354303803385
27,1558,564.6,677.52,0.19999999999999996,283.2034268573479,191875.98576439035,0.028614555121543206
59,1885,158.17,189.8,0.199974710754252,1010.0540183388515,191708.25268071404,0.041466753370095866
67,2707,232.8,279.36,0.19999999999999996,684.027379262665,191089.88867081812,0.04617060924803196
43,2490,285.24,342.29,0.20000701163932133,557.5984759356797,190860.38232802384,0.04150465036504303
27,2707,234.8,281.76,0.19999999999999996,677.3567578014132,190852.04007812619,0.04149075709297856
104,2826,378.33,454.0,0.20001057278037693,419.22198694097153,190326.78207120107,0.04152881887969517
75,2290,284.24,341.09,0.20000703630734584,555.819948166688,189584.6261201756,0.04150488282966791
43,1993,158.14,189.77,0.20001264702162658,996.3203919457286,189071.72077954092,0.04147433496690067
66,1962,512.19,614.63,0.20000390480095254,306.6408977212704,188470.69496642443,0.04156235417271381
86,2290,286.15,343.38,0.20000000000000018,548.5694461721541,188367.7764265943,0.04532136537398401
89,2707,229.92,275.9,0.19998260264439804,682.0100359006467,188166.5689049884,0.041487127354007614
109,1962,564.6,677.52,0.19999999999999996,277.15740233198306,187779.68322796517,0.041575402043947385
137,1993,158.14,189.77,0.20001264702162658,987.7301877928228,187441.557737444,0.04147468163468093
108,2826,378.33,454.0,0.20001057278037693,412.778274324161,187401.33654316908,0.04153029754039039
75,1962,548.08,657.7,0.2000072982046417,282.03565997667874,185494.85356666162,0.04157428168850308
99,2581,562.6,675.12,0.19999999999999996,274.37887542681443,185238.66637815096,0.043529972692081365
43,2664,243.47,292.16,0.1999835708711546,633.3204777889903,185030.9107908314,0.11752130061235344
80,2581,563.6,676.32,0.19999999999999996,272.24104038057993,184122.06043019384,0.04255507429166694
101,2826,379.33,455.2,0.20001054490812753,404.4539241677008,184107.4262811374,0.04153227232009493
24,2707,229.95,275.94,0.19999999999999996,665.8715297425567,183740.5899171611,0.041491768295695786
108,2707,239.65,287.58,0.19999999999999996,638.8283775127794,183714.2648051251,0.041494292866663174
104,1727,464.63,557.56,0.20000860900071005,329.1307661862457,183510.14999480313,0.041554380785543965
132,1558,562.6,675.12,0.19999999999999996,271.3936883988681,183223.30691184383,0.09484529813547826
137,1727,466.63,559.96,0.20000857210209388,326.3510731918842,182743.5469445275,0.041555401491317645
24,1558,564.6,677.52,0.19999999999999996,269.65500709544204,182696.6604073039,0.04157938764139202
174,2581,562.63,675.16,0.20000710946803402,270.343408278494,182525.055533308,0.04158033523859839
27,1993,156.17,187.4,0.1999743868860857,971.5775165268461,182073.62659713096,0.028541962455083114
92,1754,292.03,350.44,0.2000136972228881,518.7168982668472,181779.14982863393,0.041511230253736486
109,2444,484.03,580.84,0.2000082639505818,312.6239800211121,181584.51255546277,0.10013421741178397
72,1754,320.16,384.19,0.19999375312343814,471.7191001595784,181229.76109030843,0.04151515295030228
99,1558,564.6,677.52,0.19999999999999996,267.0818987064237,180953.3280115762,0.041580806147308524
24,1727,465.63,558.76,0.20000859051177966,323.36058011594866,180680.95774558748,0.041556530130135494
51,2444,484.03,580.84,0.2000082639505818,309.8127560025491,179951.64119652065,0.10013682444092398
13,1062,189.21,227.05,0.1999894297341578,790.8464921213416,179561.69603615062,0.04148038200801685
113,2569,249.32,299.18,0.19998395636130284,595.9968247508448,178310.33002895775,0.11126550663726176
101,1962,564.6,677.52,0.19999999999999996,261.9254612366897,177459.73849708203,0.04158373266820281
108,1993,159.14,190.97,0.20001256755058439,928.4523210851914,177306.539757639,0.02854819653051477
23,1962,562.6,675.12,0.19999999999999996,261.8920957519756,176808.59168407376,0.041583751979880956
10,1778,191.12,229.34,0.19997907074089571,770.8974216644724,176797.6146845301,0.04434216206204378
43,1803,202.76,243.31,0.19999013612152305,723.4946437952393,176033.4817818197,0.04148518741697527
113,1754,330.83,397.0,0.2000120908019225,443.3063486514364,175992.62041462024,0.041523954730258716
110,1962,513.19,615.83,0.200003897192073,285.7411710234078,175967.98535134524,0.041571823486945214
29,1754,286.18,343.42,0.2000139772171361,512.1262156160448,175874.3849668621,0.04342926485290166
80,1727,466.63,559.96,0.20000857210209388,313.81305072001544,175722.75588117985,0.041560262613848376
67,1727,466.63,559.96,0.20000857210209388,313.07474611274375,175309.334833292,0.04156056099938754
124,1754,318.16,381.79,0.19999371385466436,457.1012277463863,174516.67774129283,0.044954902618618564
86,1727,466.63,559.96,0.20000857210209388,311.19451322150496,174256.47962351394,0.04156132728809814
137,2707,230.92,277.1,0.1999826779837175,627.6629781875561,173925.4112557718,0.041492182513623854
27,2826,375.45,450.54,0.20000000000000018,383.3542270493142,172716.41345479802,0.04153571643534959
162,1754,292.03,350.44,0.2000136972228881,492.7289062604956,172671.91790992807,0.0415152680894898
75,2581,549.08,658.9,0.20000728491294506,261.8561215842319,172536.9985118504,0.04158512811397097
146,2290,241.53,289.84,0.20001656108971955,595.2644316950044,172531.44288248007,0.041501917103871744
36,1885,157.17,188.6,0.19997454985048035,911.0922204670433,171831.99278008434,0.044946043996815455
132,2826,377.33,452.8,0.2000106008003606,379.37856254453226,171782.6131201642,0.041538771936992736
32,1754,292.03,350.44,0.2000136972228881,490.10547672793695,171752.5632645382,0.041515699493465896
67,1558,564.6,677.52,0.19999999999999996,253.3486517273037,171648.77851828278,0.10462901206766073
52,1993,158.14,189.77,0.20001264702162658,902.4028809976983,171248.99472693322,0.0414784834822296
43,1062,190.18,228.22,0.20002103270585758,750.0849889520533,171184.3961786376,0.04148897676737162
36,1109,298.79,358.55,0.20000669366444646,477.301195217907,171136.34354538054,0.04151657221429417
26,1062,154.26,185.11,0.1999870348761832,923.7335321641849,170992.31413891228,0.03202609502807763
99,2290,269.66,323.59,0.19999258325298497,525.6832016139956,170105.82721027284,0.04555463306171226
52,1778,188.24,225.89,0.20001062473438158,749.1235991999333,169219.52982327293,0.04148711280491579
51,2707,227.01,272.41,0.19999118981542674,621.1655154873746,169211.69807391573,0.04149442464088682
13,1558,564.6,677.52,0.19999999999999996,249.74023163366206,169204.00173643872,0.04159112849713931
66,1754,285.18,342.22,0.2000140262290484,494.3649462880764,169181.5719187055,0.04534546088319846
113,2664,246.38,295.66,0.20001623508401667,572.020946519479,169123.7130479492,0.11203928508069305
80,2664,272.63,327.16,0.20001467189964428,516.6506259433776,169027.41878363542,0.126038484941713
99,1885,158.14,189.77,0.20001264702162658,889.0368298992977,168712.51920998972,0.04147914512920037
23,1445,484.03,580.84,0.2000082639505818,290.33606463938673,168638.7997851414,0.10025087934595789
13,2444,726.53,871.84,0.2000055056226171,193.30233703261797,168528.70951851766,0.04163856710444547
80,1754,319.16,382.99,0.19999373355057015,438.7468348572857,168035.65028199187,0.04152147518987259
157,1062,148.44,178.13,0.20001347345728915,942.2574133331798,167844.3130370393,0.05265387266175525
137,2581,562.6,675.12,0.19999999999999996,248.09080139940903,167491.06184076902,0.041592185437095974
13,2760,162.99,195.59,0.20001227069145333,856.033117661278,167431.51748336936,0.10103167215035969
108,1754,319.16,382.99,0.19999373355057015,436.4826765879334,167168.5003064126,0.04152194464273873
11,2826,365.69,438.83,0.20000546911318318,380.38383330499397,166923.8375692305,0.04153754165113399
108,1109,290.06,348.07,0.19999310487485356,479.40139926987746,166865.24504386625,0.04340538950254558
67,1993,158.14,189.77,0.20001264702162658,877.8043261104842,166580.9269659866,0.04147971674205031
52,2664,241.56,289.87,0.19999172048352376,574.5345906788547,166540.3418000796,0.11697643008726322
102,2569,260.99,313.19,0.20000766312885543,531.116309843758,166340.31707996657,0.12652605230149871
146,2826,326.92,392.3,0.19998776459072554,423.11159441481624,165986.6784889324,0.0415237104324544
23,2826,379.33,455.2,0.20001054490812753,363.9969750330464,165691.4230350427,0.0415431845143821
24,1993,160.11,192.13,0.19998750858784575,860.1594450934691,165262.4341858082,0.04147597932215219
43,1778,192.12,230.54,0.19997917967936707,716.314987907214,165139.2573121291,0.041483703637888114
23,2581,563.6,676.32,0.19999999999999996,243.92577362434318,164971.8792176158,0.0415949179572227
59,1109,284.24,341.09,0.20000703630734584,483.37504006197423,164874.39241473877,0.043445820029247795
51,2826,378.33,454.0,0.20001057278037693,362.8958886132957,164754.73343043626,0.0429962445958606
102,1062,157.14,188.57,0.20001272750413657,873.4829596229258,164712.68169609513,0.09319154430461296
30,1754,320.16,384.19,0.19999375312343814,425.7849682749721,163582.3269615615,0.04152423386960802
39,1962,511.19,613.43,0.20000391243960158,264.7620400945786,162412.97825521734,0.042659947098175666
67,2581,564.6,677.52,0.19999999999999996,239.21552754873997,162073.3042248223,0.04159812280693964
10,2664,244.5,293.4,0.19999999999999996,552.2659198222877,162034.8208758592,0.12003343379034392
88,1754,282.3,338.76,0.19999999999999996,477.3809296626792,161717.5637325292,0.041515314969978956
104,1885,157.14,188.57,0.20001272750413657,855.4721407920979,161316.3815891659,0.04495682180119043
126,2826,377.33,452.8,0.2000106008003606,356.05743945717086,161222.80858620696,0.0415456274263295
43,2569,243.53,292.24,0.20001642508109896,550.5090971760902,160880.77855874063,0.12039956437251365
52,2569,238.62,286.34,0.19998323694577147,561.3600046503698,160739.82373158686,0.11798760013053622
99,2826,379.33,455.2,0.20001054490812753,352.7334103026876,160564.2483697834,0.04154666797377882
86,1109,301.67,362.0,0.1999867404780058,441.984183880012,159998.27456456434,0.043339020467364264
137,1778,189.21,227.05,0.1999894297341578,703.0611084145493,159630.0246655234,0.04148665145238084
51,1727,466.63,559.96,0.20000857210209388,284.93065126462335,159549.7674821385,0.04157308824229444
36,2290,282.33,338.8,0.200014167817802,470.65098527666663,159456.55381173466,0.04151913611485025
174,1727,466.63,559.96,0.20000857210209388,283.7944022987258,158913.5135111945,0.04157364617265813
97,1558,549.08,658.9,0.20000728491294506,240.25848767099507,158306.31752641866,0.041598758079340215
36,1754,318.16,381.79,0.19999371385466436,414.1873979730802,158132.60667214228,0.0415268377880369
77,1754,284.27,341.12,0.1999859288704402,463.26314960105435,158028.32559191165,0.04151523595510942
104,2707,235.74,282.89,0.20000848392296589,558.5027172388657,157994.83367970272,0.043829404406412475
153,1754,319.16,382.99,0.19999373355057015,412.5178999401613,157990.23049808238,0.04324767998585399
39,2664,243.47,292.16,0.1999835708711546,539.7718399897913,157699.74077141742,0.11592028681038813
29,1062,157.2,188.64,0.19999999999999996,835.9434760042038,157692.377313433,0.09294216471481731
113,1558,548.08,657.7,0.2000072982046417,239.70634513053847,157654.86319235517,0.04159914119489483
10,1062,191.09,229.31,0.20001046627243713,686.505960802556,157422.68187163412,0.041491918744749445
145,1062,162.05,194.46,0.19999999999999996,808.3899889609233,157199.51725334115,0.028551011733516374
13,1571,641.23,769.48,0.2000062380113219,204.16757136612406,157102.86281480515,0.04162777389169581
75,1062,158.11,189.73,0.19998735057871087,825.753721948062,156670.2536652058,0.028548664295693027
83,2664,233.83,280.6,0.20001710644485304,555.8348600685671,155967.26173523994,0.11803922672601264
124,2581,563.6,676.32,0.19999999999999996,229.84375608404204,155447.92911475932,0.04258257931877418
104,1109,283.24,339.89,0.20000706114955502,457.15204833491407,155381.40970855393,0.04345753080601267
23,2707,240.62,288.74,0.1999833762779486,537.2882529873411,155136.61016756488,0.04150295310939356
67,1971,341.47,409.76,0.19998828594019957,377.94476462212936,154866.64675156373,0.04153502191803227
110,2290,231.89,278.27,0.20000862477899006,556.3388532399825,154812.41269108994,0.10095719784310564
11,2581,564.6,677.52,0.19999999999999996,228.25502683316566,154647.3457800064,0.04160609222747058
89,1885,158.14,189.77,0.20001264702162658,813.7463304636154,154424.64113208032,0.04493757385766073
101,1727,464.63,557.56,0.20000860900071005,276.6361934669506,154241.27602943295,0.041577273290865135
55,1727,466.63,559.96,0.20000857210209388,275.37792804970223,154200.62459071126,0.04157792224010681
24,1778,192.12,230.54,0.19997917967936707,668.7612691264421,154176.22298440995,0.04148764529375204
72,2581,564.6,677.52,0.19999999999999996,227.32845102626553,154019.57213931542,0.041606801166600205
32,2581,511.19,613.43,0.20000391243960158,250.8992542961399,153909.12956288108,0.04374034639857116
113,2290,298.79,358.55,0.20000669366444646,429.10508648508466,153855.6287592271,0.04336299338000815
109,1885,157.14,188.57,0.20001272750413657,815.7190805935247,153820.14702752096,0.028552340757591166
99,1727,464.63,557.56,0.20000860900071005,274.28771451640665,152931.85810576766,0.04157850219154968
43,1311,161.05,193.26,0.19999999999999996,790.0138431995784,152678.0753367505,0.0414823968845186
65,1778,158.11,189.73,0.19998735057871087,804.6702498879639,152670.0865112434,0.028549543226080276
64,1062,155.26,186.31,0.19998711838206895,816.3839499883899,152100.49372233692,0.08319784244953288
72,1558,562.63,675.16,0.20000710946803402,225.00253066379318,151912.7086029666,0.04160992991089152
81,1754,292.03,350.44,0.2000136972228881,433.3666834499407,151869.0205481972,0.04152630770946464
65,2826,327.92,393.5,0.1999878019029031,385.89760655304474,151850.7081786231,0.04153276692530106
13,2569,241.53,289.84,0.20001656108971955,522.8870915052711,151553.59460188777,0.1172129444530744
30,1109,265.81,318.97,0.19999247582859936,475.0196629502405,151517.02189123823,0.04151433080979694
66,2290,260.96,313.15,0.19999233599019006,483.7691143942857,151492.29817257056,0.04151279300800392
104,1754,320.16,384.19,0.19999375312343814,394.1423095812047,151425.53391800303,0.04153172056507359
124,2290,275.51,330.61,0.19999274073536366,457.98728616379105,151415.17667861097,0.041517488723534
13,2664,241.59,289.91,0.20000827848834812,522.1389365602109,151373.29909817077,0.11764662397765147
30,1885,158.11,189.73,0.19998735057871087,795.5817312024168,150945.72186103452,0.04493474842254208
126,1754,318.16,381.79,0.19999371385466436,393.68615270821283,150305.4362424686,0.04325784896311824
126,1558,563.6,676.32,0.19999999999999996,222.13310680968945,150233.0627975292,0.04258870973602835
10,2569,242.56,291.07,0.19999175461741414,514.2880085926164,149693.81066105285,0.11966003208552745
104,1558,562.6,675.12,0.19999999999999996,221.7124287267175,149682.49488198152,0.04161122485776636
157,1962,512.19,614.63,0.20000390480095254,243.46706281751727,149642.16081953063,0.04159595126816695
58,2664,256.08,307.3,0.2000156201187131,486.86286486770314,149612.95837384518,0.12502173351136536
174,1754,320.16,384.19,0.19999375312343814,388.2575772757152,149164.67861355704,0.04153324746373188
174,2569,243.53,292.24,0.20001642508109896,508.70991117765806,148665.3844425588,0.11738844006804505
23,1109,287.12,344.54,0.19998606854276968,431.30217338040535,148600.85081648486,0.04343301146565626
83,1062,157.14,188.57,0.20001272750413657,787.8285954977595,148560.8382530125,0.028553543055834685
51,1558,562.6,675.12,0.19999999999999996,219.51026006467166,148195.76677486114,0.04161302125635036
146,1754,291.03,349.24,0.20001374428753071,423.0418879222878,147743.1489379798,0.043414452339355813
88,2569,245.47,294.56,0.19998370472970217,501.52654998809317,147729.66056449272,0.11795987497581617
36,2581,564.6,677.52,0.19999999999999996,217.65123975177625,147463.06795662345,0.04161456602569069
83,2581,547.08,656.5,0.20000731154492946,224.49816009576733,147383.04210287126,0.04261760056230879
32,2290,261.96,314.35,0.1999923652466027,467.4225757562096,146934.2866889645,0.04151566888054892
104,2581,562.6,675.12,0.19999999999999996,217.15528165701667,146605.8737522851,0.04259463283411968
13,1778,190.18,228.22,0.20002103270585758,642.3281769585932,146592.13654549012,0.04149785904798753
86,1558,563.63,676.36,0.20000709685431928,216.61684141014337,146510.96685616457,0.0416167583289665
146,1062,160.11,192.13,0.19998750858784575,761.877027890731,146379.43336864616,0.028551497083677657
17,1962,562.6,675.12,0.19999999999999996,216.3484669856023,146061.17703131982,0.04161566439396913
145,2581,548.08,657.7,0.2000072982046417,221.98127528487623,145997.0847548631,0.04161236661999812
72,1109,309.43,371.32,0.20001292699479678,392.87338915658165,145881.74686162188,0.04506998210748148
99,1109,261.93,314.32,0.20001527125567886,461.9708835120198,145206.68810549806,0.09507589499188718
132,2707,235.71,282.85,0.19999151499724244,512.8147922661354,145049.66399247642,0.04150799156049634
30,2581,563.6,676.32,0.19999999999999996,214.42099093589925,145017.20458976738,0.041617313926565314
30,1558,562.6,675.12,0.19999999999999996,214.64787534282175,144913.07360144582,0.042596816479622435
93,2290,260.96,313.15,0.19999233599019006,462.01749863877603,144680.77969873272,0.041516657253237055
